Content ID,Type,Category,Sentiment,Score
0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,tennis,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,tennis,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,tennis,negative,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,tennis,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,food,positive,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,food,negative,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,food,negative,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,food,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,food,neutral,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,food,neutral,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,food,negative,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,food,neutral,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,food,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,food,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,food,negative,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,food,negative,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,food,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,adore,food,positive,72
81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,food,negative,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,food,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,food,positive,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,food,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,food,neutral,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,food,positive,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,food,positive,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,food,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,food,positive,50
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,food,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,food,negative,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,food,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,food,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,food,positive,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,adore,food,positive,72
81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,food,neutral,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,food,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,food,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,food,neutral,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,food,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,food,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,food,negative,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,food,negative,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,food,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,food,positive,50
81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,food,positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,food,positive,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,food,negative,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,food,neutral,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,food,positive,50
e6ee2244-9382-49a9-8cbf-fa54aaaa2392,intrigued,travel,positive,45
f332d362-dc48-46c2-a64b-641157c0987e,adore,soccer,positive,72
f332d362-dc48-46c2-a64b-641157c0987e,interested,soccer,positive,30
f332d362-dc48-46c2-a64b-641157c0987e,want,soccer,positive,70
f332d362-dc48-46c2-a64b-641157c0987e,indifferent,soccer,neutral,20
f332d362-dc48-46c2-a64b-641157c0987e,indifferent,soccer,neutral,20
f332d362-dc48-46c2-a64b-641157c0987e,disgust,soccer,negative,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,public speaking,negative,5
a2e93b29-9259-4092-a4d7-62d5e823bb74,worried,public speaking,negative,12
a2e93b29-9259-4092-a4d7-62d5e823bb74,interested,public speaking,positive,30
a2e93b29-9259-4092-a4d7-62d5e823bb74,scared,public speaking,negative,15
a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,public speaking,negative,5
a2e93b29-9259-4092-a4d7-62d5e823bb74,want,public speaking,positive,70
a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,public speaking,negative,5
a2e93b29-9259-4092-a4d7-62d5e823bb74,worried,public speaking,negative,12
a2e93b29-9259-4092-a4d7-62d5e823bb74,love,public speaking,positive,65
a2e93b29-9259-4092-a4d7-62d5e823bb74,indifferent,public speaking,neutral,20
a2e93b29-9259-4092-a4d7-62d5e823bb74,want,public speaking,positive,70
a2e93b29-9259-4092-a4d7-62d5e823bb74,love,public speaking,positive,65
a2e93b29-9259-4092-a4d7-62d5e823bb74,dislike,public speaking,negative,10
a2e93b29-9259-4092-a4d7-62d5e823bb74,heart,public speaking,positive,60
a2e93b29-9259-4092-a4d7-62d5e823bb74,want,public speaking,positive,70
a2e93b29-9259-4092-a4d7-62d5e823bb74,dislike,public speaking,negative,10
a2e93b29-9259-4092-a4d7-62d5e823bb74,want,public speaking,positive,70
a2e93b29-9259-4092-a4d7-62d5e823bb74,adore,public speaking,positive,72
a2e93b29-9259-4092-a4d7-62d5e823bb74,adore,public speaking,positive,72
a2e93b29-9259-4092-a4d7-62d5e823bb74,want,public speaking,positive,70
a2e93b29-9259-4092-a4d7-62d5e823bb74,want,public speaking,positive,70
a2e93b29-9259-4092-a4d7-62d5e823bb74,adore,public speaking,positive,72
a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,public speaking,negative,5
a2e93b29-9259-4092-a4d7-62d5e823bb74,disgust,public speaking,negative,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,peeking,public speaking,neutral,35
a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,public speaking,negative,5
a2e93b29-9259-4092-a4d7-62d5e823bb74,super love,public speaking,positive,75
a2e93b29-9259-4092-a4d7-62d5e823bb74,scared,public speaking,negative,15
a2e93b29-9259-4092-a4d7-62d5e823bb74,disgust,public speaking,negative,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,disgust,public speaking,negative,0
a2e93b29-9259-4092-a4d7-62d5e823bb74,scared,public speaking,negative,15
a2e93b29-9259-4092-a4d7-62d5e823bb74,intrigued,public speaking,positive,45
a2e93b29-9259-4092-a4d7-62d5e823bb74,super love,public speaking,positive,75
a2e93b29-9259-4092-a4d7-62d5e823bb74,interested,public speaking,positive,30
a2e93b29-9259-4092-a4d7-62d5e823bb74,intrigued,public speaking,positive,45
9b3a6d30-48e8-476c-82be-9031524bd04d,disgust,food,negative,0
9b3a6d30-48e8-476c-82be-9031524bd04d,hate,food,negative,5
9b3a6d30-48e8-476c-82be-9031524bd04d,cherish,food,positive,70
9b3a6d30-48e8-476c-82be-9031524bd04d,hate,food,negative,5
9b3a6d30-48e8-476c-82be-9031524bd04d,scared,food,negative,15
9b3a6d30-48e8-476c-82be-9031524bd04d,intrigued,food,positive,45
9b3a6d30-48e8-476c-82be-9031524bd04d,worried,food,negative,12
9b3a6d30-48e8-476c-82be-9031524bd04d,want,food,positive,70
9b3a6d30-48e8-476c-82be-9031524bd04d,cherish,food,positive,70
9b3a6d30-48e8-476c-82be-9031524bd04d,like,food,positive,50
9b3a6d30-48e8-476c-82be-9031524bd04d,disgust,food,negative,0
9b3a6d30-48e8-476c-82be-9031524bd04d,dislike,food,negative,10
9b3a6d30-48e8-476c-82be-9031524bd04d,interested,food,positive,30
9b3a6d30-48e8-476c-82be-9031524bd04d,adore,food,positive,72
9b3a6d30-48e8-476c-82be-9031524bd04d,like,food,positive,50
9b3a6d30-48e8-476c-82be-9031524bd04d,dislike,food,negative,10
9b3a6d30-48e8-476c-82be-9031524bd04d,scared,food,negative,15
9b3a6d30-48e8-476c-82be-9031524bd04d,indifferent,food,neutral,20
9b3a6d30-48e8-476c-82be-9031524bd04d,interested,food,positive,30
9b3a6d30-48e8-476c-82be-9031524bd04d,like,food,positive,50
9b3a6d30-48e8-476c-82be-9031524bd04d,super love,food,positive,75
9b3a6d30-48e8-476c-82be-9031524bd04d,worried,food,negative,12
9b3a6d30-48e8-476c-82be-9031524bd04d,intrigued,food,positive,45
9b3a6d30-48e8-476c-82be-9031524bd04d,super love,food,positive,75
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,adore,tennis,positive,72
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,peeking,tennis,neutral,35
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,disgust,tennis,negative,0
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,worried,tennis,negative,12
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,worried,tennis,negative,12
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,disgust,tennis,negative,0
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,heart,tennis,positive,60
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,tennis,negative,5
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,like,tennis,positive,50
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,tennis,negative,5
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,love,tennis,positive,65
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,scared,tennis,negative,15
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,tennis,positive,70
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,love,tennis,positive,65
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,dislike,tennis,negative,10
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,like,tennis,positive,50
